district_a,district_b,population_group,n_a,n_b,proportion_a,proportion_b,difference,test_used,chi2_statistic,p_value,statistically_significant,cohens_h,effect_size,interpretation
1016,1025,elderly,110,136,62.7,50.0,12.7,Chi-Square,3.493,0.0616,No,0.257,Medium,No statistically significant difference detected
1016,1026,elderly,110,125,62.7,50.4,12.3,Chi-Square,3.128,0.0769,No,0.249,Medium,No statistically significant difference detected
1016,1027,elderly,110,118,62.7,31.4,31.4,Chi-Square,21.279,0.0,Yes,0.639,Large,Statistically significant with large practical difference
1016,1028,elderly,110,153,62.7,42.5,20.2,Chi-Square,9.699,0.0018,Yes,0.408,Medium,Statistically significant with moderate practical difference
1016,1029,elderly,110,124,62.7,59.7,3.0,Chi-Square,0.118,0.7314,No,0.063,Small,No statistically significant difference detected
1016,1030,elderly,110,134,62.7,52.2,10.5,Chi-Square,2.3,0.1294,No,0.213,Medium,No statistically significant difference detected
1016,1031,elderly,110,124,62.7,37.9,24.8,Chi-Square,13.393,0.0003,Yes,0.502,Large,Statistically significant with large practical difference
1016,1032,elderly,110,125,62.7,31.2,31.5,Chi-Square,22.164,0.0,Yes,0.643,Large,Statistically significant with large practical difference
1016,1033,elderly,110,121,62.7,43.0,19.8,Chi-Square,8.238,0.0041,Yes,0.398,Medium,Statistically significant with moderate practical difference
1016,1034,elderly,110,116,62.7,73.3,-10.5,Chi-Square,2.428,0.1192,No,-0.227,Medium,No statistically significant difference detected
1016,1035,elderly,110,125,62.7,53.6,9.1,Chi-Square,1.642,0.2,No,0.185,Small,No statistically significant difference detected
1016,1036,elderly,110,136,62.7,38.2,24.5,Chi-Square,13.632,0.0002,Yes,0.495,Medium,Statistically significant with moderate practical difference
1016,1037,elderly,110,145,62.7,37.9,24.8,Chi-Square,14.418,0.0001,Yes,0.501,Large,Statistically significant with large practical difference
1016,1038,elderly,110,176,62.7,50.6,12.2,Chi-Square,3.571,0.0588,No,0.246,Medium,No statistically significant difference detected
1016,1039,elderly,110,147,62.7,29.3,33.5,Chi-Square,27.33,0.0,Yes,0.685,Large,Statistically significant with large practical difference
1016,1040,elderly,110,131,62.7,35.9,26.8,Chi-Square,16.207,0.0001,Yes,0.544,Large,Statistically significant with large practical difference
1016,1041,elderly,110,124,62.7,57.3,5.5,Chi-Square,0.516,0.4727,No,0.112,Small,No statistically significant difference detected
1016,1042,elderly,110,112,62.7,62.5,0.2,Chi-Square,,1.0,No,0.005,Small,No statistically significant difference detected
1016,1043,elderly,110,126,62.7,48.4,14.3,Chi-Square,4.303,0.0381,Yes,0.289,Medium,Statistically significant with moderate practical difference
1016,1044,elderly,110,131,62.7,32.8,29.9,Chi-Square,20.308,0.0,Yes,0.608,Large,Statistically significant with large practical difference
1016,1045,elderly,110,151,62.7,59.6,3.1,Chi-Square,0.146,0.7022,No,0.064,Small,No statistically significant difference detected
1016,1046,elderly,110,122,62.7,43.4,19.3,Chi-Square,7.872,0.005,Yes,0.389,Medium,Statistically significant with moderate practical difference
1016,1047,elderly,110,129,62.7,46.5,16.2,Chi-Square,5.649,0.0175,Yes,0.327,Medium,Statistically significant with moderate practical difference
1016,1048,elderly,110,123,62.7,49.6,13.1,Chi-Square,3.546,0.0597,No,0.266,Medium,No statistically significant difference detected
1016,1049,elderly,110,148,62.7,44.6,18.1,Chi-Square,7.606,0.0058,Yes,0.366,Medium,Statistically significant with moderate practical difference
1016,1050,elderly,110,126,62.7,30.2,32.6,Chi-Square,23.839,0.0,Yes,0.665,Large,Statistically significant with large practical difference
1017,1018,elderly,135,125,51.9,41.6,10.3,Chi-Square,2.343,0.1259,No,0.206,Medium,No statistically significant difference detected
1017,1019,elderly,135,153,51.9,28.1,23.7,Chi-Square,15.983,0.0001,Yes,0.49,Medium,Statistically significant with moderate practical difference
1017,1020,elderly,135,119,51.9,48.7,3.1,Chi-Square,0.136,0.7119,No,0.062,Small,No statistically significant difference detected
1017,1021,elderly,135,125,51.9,47.2,4.7,Chi-Square,0.391,0.5317,No,0.093,Small,No statistically significant difference detected
1017,1022,elderly,135,126,51.9,41.3,10.6,Chi-Square,2.522,0.1123,No,0.213,Medium,No statistically significant difference detected
1017,1023,elderly,135,114,51.9,57.0,-5.2,Chi-Square,0.473,0.4918,No,-0.104,Small,No statistically significant difference detected
1017,1024,elderly,135,123,51.9,52.8,-1.0,Chi-Square,0.001,0.9722,No,-0.02,Small,No statistically significant difference detected
1017,1025,elderly,135,136,51.9,50.0,1.9,Chi-Square,0.034,0.8545,No,0.037,Small,No statistically significant difference detected
1017,1026,elderly,135,125,51.9,50.4,1.5,Chi-Square,0.012,0.9125,No,0.029,Small,No statistically significant difference detected
1017,1027,elderly,135,118,51.9,31.4,20.5,Chi-Square,10.014,0.0016,Yes,0.419,Medium,Statistically significant with moderate practical difference
1017,1028,elderly,135,153,51.9,42.5,9.4,Chi-Square,2.165,0.1412,No,0.188,Small,No statistically significant difference detected
1017,1029,elderly,135,124,51.9,59.7,-7.8,Chi-Square,1.302,0.2538,No,-0.158,Small,No statistically significant difference detected
1017,1030,elderly,135,134,51.9,52.2,-0.4,Chi-Square,,1.0,No,-0.008,Small,No statistically significant difference detected
1017,1031,elderly,135,124,51.9,37.9,13.9,Chi-Square,4.53,0.0333,Yes,0.281,Medium,Statistically significant with moderate practical difference
1017,1032,elderly,135,125,51.9,31.2,20.7,Chi-Square,10.537,0.0012,Yes,0.423,Medium,Statistically significant with moderate practical difference
1017,1033,elderly,135,121,51.9,43.0,8.9,Chi-Square,1.675,0.1955,No,0.178,Small,No statistically significant difference detected
1017,1034,elderly,135,116,51.9,73.3,-21.4,Chi-Square,11.234,0.0008,Yes,-0.447,Medium,Statistically significant with moderate practical difference
1017,1035,elderly,135,125,51.9,53.6,-1.7,Chi-Square,0.025,0.8746,No,-0.035,Small,No statistically significant difference detected
1017,1036,elderly,135,136,51.9,38.2,13.6,Chi-Square,4.54,0.0331,Yes,0.275,Medium,Statistically significant with moderate practical difference
1017,1037,elderly,135,145,51.9,37.9,13.9,Chi-Square,4.933,0.0263,Yes,0.281,Medium,Statistically significant with moderate practical difference
1017,1038,elderly,135,176,51.9,50.6,1.3,Chi-Square,0.012,0.9124,No,0.026,Small,No statistically significant difference detected
1017,1039,elderly,135,147,51.9,29.3,22.6,Chi-Square,14.041,0.0002,Yes,0.465,Medium,Statistically significant with moderate practical difference
1017,1040,elderly,135,131,51.9,35.9,16.0,Chi-Square,6.253,0.0124,Yes,0.323,Medium,Statistically significant with moderate practical difference
1017,1041,elderly,135,124,51.9,57.3,-5.4,Chi-Square,0.559,0.4546,No,-0.109,Small,No statistically significant difference detected
1017,1042,elderly,135,112,51.9,62.5,-10.6,Chi-Square,2.41,0.1206,No,-0.216,Medium,No statistically significant difference detected
1017,1043,elderly,135,126,51.9,48.4,3.4,Chi-Square,0.186,0.6662,No,0.069,Small,No statistically significant difference detected
1017,1044,elderly,135,131,51.9,32.8,19.0,Chi-Square,9.088,0.0026,Yes,0.388,Medium,Statistically significant with moderate practical difference
1017,1045,elderly,135,151,51.9,59.6,-7.8,Chi-Square,1.437,0.2306,No,-0.156,Small,No statistically significant difference detected
1017,1046,elderly,135,122,51.9,43.4,8.4,Chi-Square,1.495,0.2215,No,0.169,Small,No statistically significant difference detected
1017,1047,elderly,135,129,51.9,46.5,5.3,Chi-Square,0.554,0.4566,No,0.107,Small,No statistically significant difference detected
1017,1048,elderly,135,123,51.9,49.6,2.3,Chi-Square,0.057,0.8121,No,0.045,Small,No statistically significant difference detected
1017,1049,elderly,135,148,51.9,44.6,7.3,Chi-Square,1.213,0.2707,No,0.145,Small,No statistically significant difference detected
1017,1050,elderly,135,126,51.9,30.2,21.7,Chi-Square,11.765,0.0006,Yes,0.445,Medium,Statistically significant with moderate practical difference
1018,1019,elderly,125,153,41.6,28.1,13.5,Chi-Square,4.986,0.0256,Yes,0.284,Medium,Statistically significant with moderate practical difference
1018,1020,elderly,125,119,41.6,48.7,-7.1,Chi-Square,0.983,0.3214,No,-0.144,Small,No statistically significant difference detected
1018,1021,elderly,125,125,41.6,47.2,-5.6,Chi-Square,0.583,0.445,No,-0.113,Small,No statistically significant difference detected
1018,1022,elderly,125,126,41.6,41.3,0.3,Chi-Square,,1.0,No,0.007,Small,No statistically significant difference detected
1018,1023,elderly,125,114,41.6,57.0,-15.4,Chi-Square,5.071,0.0243,Yes,-0.31,Medium,Statistically significant with moderate practical difference
1018,1024,elderly,125,123,41.6,52.8,-11.2,Chi-Square,2.711,0.0997,No,-0.226,Medium,No statistically significant difference detected
1018,1025,elderly,125,136,41.6,50.0,-8.4,Chi-Square,1.528,0.2165,No,-0.169,Small,No statistically significant difference detected
1018,1026,elderly,125,125,41.6,50.4,-8.8,Chi-Square,1.61,0.2044,No,-0.177,Small,No statistically significant difference detected
1018,1027,elderly,125,118,41.6,31.4,10.2,Chi-Square,2.321,0.1277,No,0.213,Medium,No statistically significant difference detected
1018,1028,elderly,125,153,41.6,42.5,-0.9,Chi-Square,0.001,0.979,No,-0.018,Small,No statistically significant difference detected
1018,1029,elderly,125,124,41.6,59.7,-18.1,Chi-Square,7.431,0.0064,Yes,-0.364,Medium,Statistically significant with moderate practical difference
1018,1030,elderly,125,134,41.6,52.2,-10.6,Chi-Square,2.526,0.112,No,-0.214,Medium,No statistically significant difference detected
1018,1031,elderly,125,124,41.6,37.9,3.7,Chi-Square,0.218,0.6409,No,0.076,Small,No statistically significant difference detected
1018,1032,elderly,125,125,41.6,31.2,10.4,Chi-Square,2.488,0.1147,No,0.217,Medium,No statistically significant difference detected
1018,1033,elderly,125,121,41.6,43.0,-1.4,Chi-Square,0.008,0.9289,No,-0.028,Small,No statistically significant difference detected
1018,1034,elderly,125,116,41.6,73.3,-31.7,Chi-Square,23.334,0.0,Yes,-0.653,Large,Statistically significant with large practical difference
1018,1035,elderly,125,125,41.6,53.6,-12.0,Chi-Square,3.143,0.0762,No,-0.241,Medium,No statistically significant difference detected
1018,1036,elderly,125,136,41.6,38.2,3.4,Chi-Square,0.183,0.6686,No,0.069,Small,No statistically significant difference detected
1018,1037,elderly,125,145,41.6,37.9,3.7,Chi-Square,0.24,0.6243,No,0.075,Small,No statistically significant difference detected
1018,1038,elderly,125,176,41.6,50.6,-9.0,Chi-Square,2.014,0.1558,No,-0.18,Small,No statistically significant difference detected
1018,1039,elderly,125,147,41.6,29.3,12.3,Chi-Square,4.005,0.0454,Yes,0.259,Medium,Statistically significant with moderate practical difference
1018,1040,elderly,125,131,41.6,35.9,5.7,Chi-Square,0.658,0.4172,No,0.118,Small,No statistically significant difference detected
1018,1041,elderly,125,124,41.6,57.3,-15.7,Chi-Square,5.495,0.0191,Yes,-0.314,Medium,Statistically significant with moderate practical difference
1018,1042,elderly,125,112,41.6,62.5,-20.9,Chi-Square,9.51,0.002,Yes,-0.421,Medium,Statistically significant with moderate practical difference
1018,1043,elderly,125,126,41.6,48.4,-6.8,Chi-Square,0.917,0.3381,No,-0.137,Small,No statistically significant difference detected
1018,1044,elderly,125,131,41.6,32.8,8.8,Chi-Square,1.751,0.1857,No,0.182,Small,No statistically significant difference detected
1018,1045,elderly,125,151,41.6,59.6,-18.0,Chi-Square,8.167,0.0043,Yes,-0.362,Medium,Statistically significant with moderate practical difference
1018,1046,elderly,125,122,41.6,43.4,-1.8,Chi-Square,0.027,0.8696,No,-0.037,Small,No statistically significant difference detected
1018,1047,elderly,125,129,41.6,46.5,-4.9,Chi-Square,0.438,0.5081,No,-0.099,Small,No statistically significant difference detected
1018,1048,elderly,125,123,41.6,49.6,-8.0,Chi-Square,1.291,0.2559,No,-0.161,Small,No statistically significant difference detected
1018,1049,elderly,125,148,41.6,44.6,-3.0,Chi-Square,0.141,0.7077,No,-0.06,Small,No statistically significant difference detected
1018,1050,elderly,125,126,41.6,30.2,11.4,Chi-Square,3.091,0.0787,No,0.239,Medium,No statistically significant difference detected
1019,1020,elderly,153,119,28.1,48.7,-20.6,Chi-Square,11.341,0.0008,Yes,-0.428,Medium,Statistically significant with moderate practical difference
1019,1021,elderly,153,125,28.1,47.2,-19.1,Chi-Square,9.993,0.0016,Yes,-0.397,Medium,Statistically significant with moderate practical difference
1019,1022,elderly,153,126,28.1,41.3,-13.2,Chi-Square,4.763,0.0291,Yes,-0.278,Medium,Statistically significant with moderate practical difference
1019,1023,elderly,153,114,28.1,57.0,-28.9,Chi-Square,21.487,0.0,Yes,-0.594,Large,Statistically significant with large practical difference
1019,1024,elderly,153,123,28.1,52.8,-24.7,Chi-Square,16.5,0.0,Yes,-0.51,Large,Statistically significant with large practical difference
1019,1025,elderly,153,136,28.1,50.0,-21.9,Chi-Square,13.68,0.0002,Yes,-0.453,Medium,Statistically significant with moderate practical difference
1019,1026,elderly,153,125,28.1,50.4,-22.3,Chi-Square,13.566,0.0002,Yes,-0.461,Medium,Statistically significant with moderate practical difference
1019,1027,elderly,153,118,28.1,31.4,-3.3,Chi-Square,0.2,0.6545,No,-0.071,Small,No statistically significant difference detected
1019,1028,elderly,153,153,28.1,42.5,-14.4,Chi-Square,6.311,0.012,Yes,-0.302,Medium,Statistically significant with moderate practical difference
1019,1029,elderly,153,124,28.1,59.7,-31.6,Chi-Square,26.705,0.0,Yes,-0.648,Large,Statistically significant with large practical difference
1019,1030,elderly,153,134,28.1,52.2,-24.1,Chi-Square,16.434,0.0001,Yes,-0.498,Medium,Statistically significant with moderate practical difference
1019,1031,elderly,153,124,28.1,37.9,-9.8,Chi-Square,2.568,0.109,No,-0.209,Medium,No statistically significant difference detected
1019,1032,elderly,153,125,28.1,31.2,-3.1,Chi-Square,0.186,0.6666,No,-0.068,Small,No statistically significant difference detected
1019,1033,elderly,153,121,28.1,43.0,-14.9,Chi-Square,5.956,0.0147,Yes,-0.312,Medium,Statistically significant with moderate practical difference
1019,1034,elderly,153,116,28.1,73.3,-45.2,Chi-Square,52.18,0.0,Yes,-0.937,Large,Statistically significant with large practical difference
1019,1035,elderly,153,125,28.1,53.6,-25.5,Chi-Square,17.65,0.0,Yes,-0.525,Large,Statistically significant with large practical difference
1019,1036,elderly,153,136,28.1,38.2,-10.1,Chi-Square,2.905,0.0883,No,-0.216,Medium,No statistically significant difference detected
1019,1037,elderly,153,145,28.1,37.9,-9.8,Chi-Square,2.827,0.0927,No,-0.209,Medium,No statistically significant difference detected
1019,1038,elderly,153,176,28.1,50.6,-22.5,Chi-Square,16.269,0.0001,Yes,-0.465,Medium,Statistically significant with moderate practical difference
1019,1039,elderly,153,147,28.1,29.3,-1.1,Chi-Square,0.008,0.9267,No,-0.025,Small,No statistically significant difference detected
1019,1040,elderly,153,131,28.1,35.9,-7.8,Chi-Square,1.627,0.2021,No,-0.167,Small,No statistically significant difference detected
1019,1041,elderly,153,124,28.1,57.3,-29.2,Chi-Square,22.848,0.0,Yes,-0.599,Large,Statistically significant with large practical difference
1019,1042,elderly,153,112,28.1,62.5,-34.4,Chi-Square,29.887,0.0,Yes,-0.706,Large,Statistically significant with large practical difference
1019,1043,elderly,153,126,28.1,48.4,-20.3,Chi-Square,11.335,0.0008,Yes,-0.422,Medium,Statistically significant with moderate practical difference
1019,1044,elderly,153,131,28.1,32.8,-4.7,Chi-Square,0.538,0.4633,No,-0.103,Small,No statistically significant difference detected
1019,1045,elderly,153,151,28.1,59.6,-31.5,Chi-Square,29.372,0.0,Yes,-0.647,Large,Statistically significant with large practical difference
1019,1046,elderly,153,122,28.1,43.4,-15.3,Chi-Square,6.369,0.0116,Yes,-0.322,Medium,Statistically significant with moderate practical difference
1019,1047,elderly,153,129,28.1,46.5,-18.4,Chi-Square,9.45,0.0021,Yes,-0.383,Medium,Statistically significant with moderate practical difference
1019,1048,elderly,153,123,28.1,49.6,-21.5,Chi-Square,12.509,0.0004,Yes,-0.445,Medium,Statistically significant with moderate practical difference
1019,1049,elderly,153,148,28.1,44.6,-16.5,Chi-Square,8.156,0.0043,Yes,-0.345,Medium,Statistically significant with moderate practical difference
1019,1050,elderly,153,126,28.1,30.2,-2.1,Chi-Square,0.059,0.8075,No,-0.045,Small,No statistically significant difference detected
1020,1021,elderly,119,125,48.7,47.2,1.5,Chi-Square,0.013,0.9105,No,0.031,Small,No statistically significant difference detected
1020,1022,elderly,119,126,48.7,41.3,7.5,Chi-Square,1.095,0.2954,No,0.15,Small,No statistically significant difference detected
1020,1023,elderly,119,114,48.7,57.0,-8.3,Chi-Square,1.286,0.2568,No,-0.166,Small,No statistically significant difference detected
1020,1024,elderly,119,123,48.7,52.8,-4.1,Chi-Square,0.26,0.6099,No,-0.082,Small,No statistically significant difference detected
1020,1025,elderly,119,136,48.7,50.0,-1.3,Chi-Square,0.006,0.94,No,-0.025,Small,No statistically significant difference detected
1020,1026,elderly,119,125,48.7,50.4,-1.7,Chi-Square,0.017,0.8956,No,-0.033,Small,No statistically significant difference detected
1020,1027,elderly,119,118,48.7,31.4,17.4,Chi-Square,6.749,0.0094,Yes,0.357,Medium,Statistically significant with moderate practical difference
1020,1028,elderly,119,153,48.7,42.5,6.3,Chi-Square,0.82,0.3652,No,0.126,Small,No statistically significant difference detected
1020,1029,elderly,119,124,48.7,59.7,-10.9,Chi-Square,2.504,0.1136,No,-0.22,Medium,No statistically significant difference detected
1020,1030,elderly,119,134,48.7,52.2,-3.5,Chi-Square,0.185,0.6674,No,-0.07,Small,No statistically significant difference detected
1020,1031,elderly,119,124,48.7,37.9,10.8,Chi-Square,2.481,0.1152,No,0.219,Medium,No statistically significant difference detected
1020,1032,elderly,119,125,48.7,31.2,17.5,Chi-Square,7.115,0.0076,Yes,0.36,Medium,Statistically significant with moderate practical difference
1020,1033,elderly,119,121,48.7,43.0,5.8,Chi-Square,0.588,0.4434,No,0.116,Small,No statistically significant difference detected
1020,1034,elderly,119,116,48.7,73.3,-24.5,Chi-Square,13.833,0.0002,Yes,-0.509,Large,Statistically significant with large practical difference
1020,1035,elderly,119,125,48.7,53.6,-4.9,Chi-Square,0.398,0.528,No,-0.097,Small,No statistically significant difference detected
1020,1036,elderly,119,136,48.7,38.2,10.5,Chi-Square,2.443,0.1181,No,0.212,Medium,No statistically significant difference detected
1020,1037,elderly,119,145,48.7,37.9,10.8,Chi-Square,2.693,0.1008,No,0.219,Medium,No statistically significant difference detected
1020,1038,elderly,119,176,48.7,50.6,-1.8,Chi-Square,0.036,0.8497,No,-0.037,Small,No statistically significant difference detected
1020,1039,elderly,119,147,48.7,29.3,19.5,Chi-Square,9.793,0.0018,Yes,0.403,Medium,Statistically significant with moderate practical difference
1020,1040,elderly,119,131,48.7,35.9,12.9,Chi-Square,3.723,0.0537,No,0.261,Medium,No statistically significant difference detected
1020,1041,elderly,119,124,48.7,57.3,-8.5,Chi-Square,1.444,0.2295,No,-0.171,Small,No statistically significant difference detected
1020,1042,elderly,119,112,48.7,62.5,-13.8,Chi-Square,3.882,0.0488,Yes,-0.278,Medium,Statistically significant with moderate practical difference
1020,1043,elderly,119,126,48.7,48.4,0.3,Chi-Square,,1.0,No,0.007,Small,No statistically significant difference detected
1020,1044,elderly,119,131,48.7,32.8,15.9,Chi-Square,5.915,0.015,Yes,0.325,Medium,Statistically significant with moderate practical difference
1020,1045,elderly,119,151,48.7,59.6,-10.9,Chi-Square,2.747,0.0974,No,-0.218,Medium,No statistically significant difference detected
1020,1046,elderly,119,122,48.7,43.4,5.3,Chi-Square,0.484,0.4867,No,0.106,Small,No statistically significant difference detected
1020,1047,elderly,119,129,48.7,46.5,2.2,Chi-Square,0.05,0.823,No,0.045,Small,No statistically significant difference detected
1020,1048,elderly,119,123,48.7,49.6,-0.9,Chi-Square,0.0,0.9966,No,-0.017,Small,No statistically significant difference detected
1020,1049,elderly,119,148,48.7,44.6,4.1,Chi-Square,0.304,0.5813,No,0.083,Small,No statistically significant difference detected
1020,1050,elderly,119,126,48.7,30.2,18.6,Chi-Square,8.104,0.0044,Yes,0.383,Medium,Statistically significant with moderate practical difference
1021,1022,elderly,125,126,47.2,41.3,5.9,Chi-Square,0.67,0.4129,No,0.119,Small,No statistically significant difference detected
1021,1023,elderly,125,114,47.2,57.0,-9.8,Chi-Square,1.926,0.1653,No,-0.197,Small,No statistically significant difference detected
1021,1024,elderly,125,123,47.2,52.8,-5.6,Chi-Square,0.581,0.446,No,-0.113,Small,No statistically significant difference detected
1021,1025,elderly,125,136,47.2,50.0,-2.8,Chi-Square,0.108,0.7428,No,-0.056,Small,No statistically significant difference detected
1021,1026,elderly,125,125,47.2,50.4,-3.2,Chi-Square,0.144,0.7043,No,-0.064,Small,No statistically significant difference detected
1021,1027,elderly,125,118,47.2,31.4,15.8,Chi-Square,5.73,0.0167,Yes,0.326,Medium,Statistically significant with moderate practical difference
1021,1028,elderly,125,153,47.2,42.5,4.7,Chi-Square,0.443,0.5056,No,0.095,Small,No statistically significant difference detected
1021,1029,elderly,125,124,47.2,59.7,-12.5,Chi-Square,3.409,0.0648,No,-0.251,Medium,No statistically significant difference detected
1021,1030,elderly,125,134,47.2,52.2,-5.0,Chi-Square,0.471,0.4927,No,-0.101,Small,No statistically significant difference detected
1021,1031,elderly,125,124,47.2,37.9,9.3,Chi-Square,1.837,0.1753,No,0.188,Small,No statistically significant difference detected
1021,1032,elderly,125,125,47.2,31.2,16.0,Chi-Square,6.059,0.0138,Yes,0.329,Medium,Statistically significant with moderate practical difference
1021,1033,elderly,125,121,47.2,43.0,4.2,Chi-Square,0.289,0.5909,No,0.085,Small,No statistically significant difference detected
1021,1034,elderly,125,116,47.2,73.3,-26.1,Chi-Square,15.944,0.0001,Yes,-0.54,Large,Statistically significant with large practical difference
1021,1035,elderly,125,125,47.2,53.6,-6.4,Chi-Square,0.784,0.3759,No,-0.128,Small,No statistically significant difference detected
1021,1036,elderly,125,136,47.2,38.2,9.0,Chi-Square,1.791,0.1809,No,0.181,Small,No statistically significant difference detected
1021,1037,elderly,125,145,47.2,37.9,9.3,Chi-Square,1.999,0.1574,No,0.188,Small,No statistically significant difference detected
1021,1038,elderly,125,176,47.2,50.6,-3.4,Chi-Square,0.211,0.6462,No,-0.067,Small,No statistically significant difference detected
1021,1039,elderly,125,147,47.2,29.3,17.9,Chi-Square,8.535,0.0035,Yes,0.372,Medium,Statistically significant with moderate practical difference
1021,1040,elderly,125,131,47.2,35.9,11.3,Chi-Square,2.929,0.087,No,0.23,Medium,No statistically significant difference detected
1021,1041,elderly,125,124,47.2,57.3,-10.1,Chi-Square,2.137,0.1438,No,-0.202,Medium,No statistically significant difference detected
1021,1042,elderly,125,112,47.2,62.5,-15.3,Chi-Square,4.975,0.0257,Yes,-0.309,Medium,Statistically significant with moderate practical difference
1021,1043,elderly,125,126,47.2,48.4,-1.2,Chi-Square,0.004,0.9474,No,-0.024,Small,No statistically significant difference detected
1021,1044,elderly,125,131,47.2,32.8,14.4,Chi-Square,4.932,0.0264,Yes,0.295,Medium,Statistically significant with moderate practical difference
1021,1045,elderly,125,151,47.2,59.6,-12.4,Chi-Square,3.75,0.0528,No,-0.249,Medium,No statistically significant difference detected
1021,1046,elderly,125,122,47.2,43.4,3.8,Chi-Square,0.216,0.6418,No,0.075,Small,No statistically significant difference detected
1021,1047,elderly,125,129,47.2,46.5,0.7,Chi-Square,,1.0,No,0.014,Small,No statistically significant difference detected
1021,1048,elderly,125,123,47.2,49.6,-2.4,Chi-Square,0.063,0.8026,No,-0.048,Small,No statistically significant difference detected
1021,1049,elderly,125,148,47.2,44.6,2.6,Chi-Square,0.095,0.7576,No,0.052,Small,No statistically significant difference detected
1021,1050,elderly,125,126,47.2,30.2,17.0,Chi-Square,6.983,0.0082,Yes,0.352,Medium,Statistically significant with moderate practical difference
1022,1023,elderly,126,114,41.3,57.0,-15.7,Chi-Square,5.327,0.021,Yes,-0.316,Medium,Statistically significant with moderate practical difference
1022,1024,elderly,126,123,41.3,52.8,-11.6,Chi-Square,2.9,0.0886,No,-0.232,Medium,No statistically significant difference detected
1022,1025,elderly,126,136,41.3,50.0,-8.7,Chi-Square,1.672,0.196,No,-0.176,Small,No statistically significant difference detected
1022,1026,elderly,126,125,41.3,50.4,-9.1,Chi-Square,1.755,0.1852,No,-0.184,Small,No statistically significant difference detected
1022,1027,elderly,126,118,41.3,31.4,9.9,Chi-Square,2.175,0.1403,No,0.207,Medium,No statistically significant difference detected
1022,1028,elderly,126,153,41.3,42.5,-1.2,Chi-Square,0.007,0.9342,No,-0.025,Small,No statistically significant difference detected
1022,1029,elderly,126,124,41.3,59.7,-18.4,Chi-Square,7.751,0.0054,Yes,-0.37,Medium,Statistically significant with moderate practical difference
1022,1030,elderly,126,134,41.3,52.2,-11.0,Chi-Square,2.712,0.0996,No,-0.22,Medium,No statistically significant difference detected
1022,1031,elderly,126,124,41.3,37.9,3.4,Chi-Square,0.172,0.6782,No,0.069,Small,No statistically significant difference detected
1022,1032,elderly,126,125,41.3,31.2,10.1,Chi-Square,2.335,0.1265,No,0.21,Medium,No statistically significant difference detected
1022,1033,elderly,126,121,41.3,43.0,-1.7,Chi-Square,0.02,0.8867,No,-0.035,Small,No statistically significant difference detected
1022,1034,elderly,126,116,41.3,73.3,-32.0,Chi-Square,23.902,0.0,Yes,-0.66,Large,Statistically significant with large practical difference
1022,1035,elderly,126,125,41.3,53.6,-12.3,Chi-Square,3.348,0.0673,No,-0.248,Medium,No statistically significant difference detected
1022,1036,elderly,126,136,41.3,38.2,3.0,Chi-Square,0.141,0.7075,No,0.062,Small,No statistically significant difference detected
1022,1037,elderly,126,145,41.3,37.9,3.3,Chi-Square,0.19,0.6627,No,0.068,Small,No statistically significant difference detected
1022,1038,elderly,126,176,41.3,50.6,-9.3,Chi-Square,2.191,0.1388,No,-0.187,Small,No statistically significant difference detected
1022,1039,elderly,126,147,41.3,29.3,12.0,Chi-Square,3.806,0.0511,No,0.252,Medium,No statistically significant difference detected
1022,1040,elderly,126,131,41.3,35.9,5.4,Chi-Square,0.577,0.4474,No,0.111,Small,No statistically significant difference detected
1022,1041,elderly,126,124,41.3,57.3,-16.0,Chi-Square,5.768,0.0163,Yes,-0.321,Medium,Statistically significant with moderate practical difference
1022,1042,elderly,126,112,41.3,62.5,-21.2,Chi-Square,9.864,0.0017,Yes,-0.428,Medium,Statistically significant with moderate practical difference
1022,1043,elderly,126,126,41.3,48.4,-7.1,Chi-Square,1.027,0.3109,No,-0.144,Small,No statistically significant difference detected
1022,1044,elderly,126,131,41.3,32.8,8.4,Chi-Square,1.62,0.2031,No,0.175,Small,No statistically significant difference detected
1022,1045,elderly,126,151,41.3,59.6,-18.3,Chi-Square,8.521,0.0035,Yes,-0.369,Medium,Statistically significant with moderate practical difference
1022,1046,elderly,126,122,41.3,43.4,-2.2,Chi-Square,0.047,0.8277,No,-0.044,Small,No statistically significant difference detected
1022,1047,elderly,126,129,41.3,46.5,-5.2,Chi-Square,0.514,0.4733,No,-0.106,Small,No statistically significant difference detected
1022,1048,elderly,126,123,41.3,49.6,-8.3,Chi-Square,1.42,0.2334,No,-0.167,Small,No statistically significant difference detected
1022,1049,elderly,126,148,41.3,44.6,-3.3,Chi-Square,0.186,0.6661,No,-0.067,Small,No statistically significant difference detected
1022,1050,elderly,126,126,41.3,30.2,11.1,Chi-Square,2.921,0.0874,No,0.233,Medium,No statistically significant difference detected
1023,1024,elderly,114,123,57.0,52.8,4.2,Chi-Square,0.264,0.6071,No,0.084,Small,No statistically significant difference detected
1023,1025,elderly,114,136,57.0,50.0,7.0,Chi-Square,0.961,0.3269,No,0.141,Small,No statistically significant difference detected
1023,1026,elderly,114,125,57.0,50.4,6.6,Chi-Square,0.801,0.3709,No,0.133,Small,No statistically significant difference detected
1023,1027,elderly,114,118,57.0,31.4,25.7,Chi-Square,14.475,0.0001,Yes,0.523,Large,Statistically significant with large practical difference
